DATE,LATITUDE,LONGITUDE,NAME,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HTDD,PRCP,TAVG,TMAX,TMIN,TSUN,msa,msa_code
2018,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1298.1,0.0,57.0,0.0,247.0,123.0,-6.7,40.6,1200.8,237.8,18.07,26.31,9.82,,"Las Cruces, NM Metro Area",296
2019,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1191.8,0.0,65.0,0.0,240.0,114.0,-5.6,40.0,1542.0,220.5,17.42,25.59,9.24,,"Las Cruces, NM Metro Area",296
2020,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1352.5,0.0,64.0,1.0,251.0,136.0,-6.7,41.7,1484.9,177.9,18.09,26.63,9.55,,"Las Cruces, NM Metro Area",296
2021,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1188.8,0.0,57.0,2.0,264.0,108.0,-8.9,41.7,1503.8,163.7,17.75,26.14,9.35,,"Las Cruces, NM Metro Area",296
2022,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1268.6,0.0,93.0,0.0,241.0,119.0,-8.3,41.7,1369.0,224.3,17.41,25.75,9.07,,"Las Cruces, NM Metro Area",296
2023,32.2823,-106.7598,"STATE UNIVERSITY, NM US",1379.2,0.0,65.0,0.0,246.0,128.0,-6.7,42.8,1570.7,118.6,18.18,26.65,9.71,,"Las Cruces, NM Metro Area",296
2012,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",574.5,1.0,115.0,23.0,170.0,35.0,-20.6,38.9,2774.0,935.6,11.94,18.06,5.82,,"Kokomo, IN Metro Area",286
2013,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",442.4,2.0,147.0,44.0,158.0,9.0,-17.8,35.6,3398.7,1180.9,9.79,15.34,4.25,,"Kokomo, IN Metro Area",286
2014,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",378.6,23.0,140.0,68.0,147.0,2.0,-28.9,32.8,3967.9,1139.4,8.41,14.13,2.69,,"Kokomo, IN Metro Area",286
2015,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",434.1,19.0,124.0,47.0,162.0,5.0,-23.9,33.3,3769.2,1278.4,10.19,15.92,4.46,,"Kokomo, IN Metro Area",286
2016,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",534.7,7.0,115.0,39.0,161.0,7.0,-21.7,33.3,2953.6,957.1,11.3,16.94,5.66,,"Kokomo, IN Metro Area",286
2017,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",423.2,6.0,114.0,29.0,164.0,6.0,-22.8,33.3,2872.0,1358.3,11.2,16.82,5.59,,"Kokomo, IN Metro Area",286
2018,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",590.1,13.0,150.0,38.0,159.0,16.0,-27.8,36.1,3472.7,1319.1,10.16,15.54,4.77,,"Kokomo, IN Metro Area",286
2019,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",467.7,10.0,135.0,41.0,155.0,17.0,-26.7,33.9,3591.9,1127.7,9.92,15.52,4.32,,"Kokomo, IN Metro Area",286
2020,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",425.2,2.0,142.0,27.0,152.0,10.0,-21.1,33.3,3284.4,1034.8,10.48,16.17,4.79,,"Kokomo, IN Metro Area",286
2022,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",,,,49.0,158.0,12.0,,36.1,,863.1,,15.8,,,"Kokomo, IN Metro Area",286
2023,40.4582,-86.1758,"KOKOMO 3 WSW, IN US",327.1,0.0,116.0,14.0,160.0,5.0,-14.4,32.8,,902.3,11.13,17.03,5.23,,"Kokomo, IN Metro Area",286
2012,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",669.8,4.0,132.0,19.0,183.0,73.0,-21.1,40.6,3032.4,256.8,12.15,20.22,4.09,,"Denver-Aurora-Centennial, CO Metro Area",192
2013,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",,,,,,,,,,,,,,,"Denver-Aurora-Centennial, CO Metro Area",192
2014,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",378.4,14.0,150.0,24.0,168.0,29.0,-28.2,37.8,,477.7,10.32,18.11,2.53,,"Denver-Aurora-Centennial, CO Metro Area",192
2015,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",470.7,4.0,126.0,29.0,170.0,48.0,-23.2,36.7,3132.6,465.7,11.15,18.59,3.71,,"Denver-Aurora-Centennial, CO Metro Area",192
2016,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",472.4,4.0,138.0,14.0,177.0,55.0,-26.0,38.9,3114.7,301.6,11.31,19.26,3.36,,"Denver-Aurora-Centennial, CO Metro Area",192
2017,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",477.2,3.0,144.0,16.0,174.0,48.0,-21.6,37.8,2867.4,297.2,11.6,19.66,3.54,,"Denver-Aurora-Centennial, CO Metro Area",192
2018,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",554.2,4.0,162.0,16.0,166.0,59.0,-21.6,40.6,3032.4,217.5,11.12,19.15,3.1,,"Denver-Aurora-Centennial, CO Metro Area",192
2019,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",497.8,8.0,170.0,35.0,156.0,48.0,-23.8,38.3,3516.7,394.7,9.82,17.39,2.25,,"Denver-Aurora-Centennial, CO Metro Area",192
2020,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",627.2,2.0,162.0,24.0,173.0,75.0,-20.5,38.3,3339.4,223.1,11.3,19.48,3.13,,"Denver-Aurora-Centennial, CO Metro Area",192
2021,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",605.4,5.0,146.0,14.0,176.0,59.0,-26.6,38.9,3311.3,318.6,11.5,19.3,3.71,,"Denver-Aurora-Centennial, CO Metro Area",192
2022,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",632.8,11.0,158.0,27.0,165.0,67.0,-31.0,38.3,3030.6,303.6,10.79,18.91,2.67,,"Denver-Aurora-Centennial, CO Metro Area",192
2023,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",425.2,6.0,161.0,25.0,173.0,39.0,-23.8,37.2,3468.7,482.2,10.6,18.0,3.2,,"Denver-Aurora-Centennial, CO Metro Area",192
2012,39.99282,-105.26683,"BOULDER, CO US",536.6,1.0,116.0,8.0,194.0,59.0,-17.8,38.9,2713.8,397.7,12.55,20.6,4.49,,"Boulder, CO Metro Area",143
2013,39.99282,-105.26683,"BOULDER, CO US",413.7,8.0,154.0,17.0,147.0,43.0,-22.8,36.7,3134.6,867.8,10.4,18.03,2.78,,"Boulder, CO Metro Area",143
2014,39.99282,-105.26683,"BOULDER, CO US",285.5,10.0,144.0,20.0,168.0,18.0,-25.6,36.1,3123.8,599.6,10.71,18.48,2.94,,"Boulder, CO Metro Area",143
2015,39.99282,-105.26683,"BOULDER, CO US",352.6,3.0,119.0,22.0,169.0,35.0,-18.3,35.6,2946.1,684.8,11.39,19.01,3.77,,"Boulder, CO Metro Area",143
2016,39.99282,-105.26683,"BOULDER, CO US",400.4,3.0,127.0,10.0,179.0,46.0,-23.3,37.2,2892.6,438.9,11.8,19.8,3.8,,"Boulder, CO Metro Area",143
2017,39.99282,-105.26683,"BOULDER, CO US",,,,,,,,,,,,,,,"Boulder, CO Metro Area",143
2018,39.99282,-105.26683,"BOULDER, CO US",391.9,3.0,155.0,10.0,164.0,46.0,-21.1,36.7,2820.1,490.0,11.2,19.31,3.08,,"Boulder, CO Metro Area",143
2019,39.99282,-105.26683,"BOULDER, CO US",390.6,4.0,156.0,19.0,160.0,40.0,-22.8,37.8,3311.3,535.0,10.18,18.01,2.36,,"Boulder, CO Metro Area",143
2020,39.99282,-105.26683,"BOULDER, CO US",466.5,1.0,144.0,8.0,171.0,51.0,-19.4,37.8,3104.9,435.4,11.45,19.65,3.25,,"Boulder, CO Metro Area",143
2021,39.99282,-105.26683,"BOULDER, CO US",423.5,4.0,139.0,11.0,178.0,50.0,-24.4,37.2,3165.7,525.9,11.34,19.28,3.39,,"Boulder, CO Metro Area",143
2022,39.99282,-105.26683,"BOULDER, CO US",452.0,8.0,156.0,19.0,168.0,52.0,-27.8,37.8,2839.5,477.9,10.76,18.98,2.53,,"Boulder, CO Metro Area",143
2023,39.99282,-105.26683,"BOULDER, CO US",314.4,4.0,146.0,14.0,162.0,33.0,-25.0,36.7,3308.1,582.5,10.68,18.34,3.02,,"Boulder, CO Metro Area",143
2012,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",429.3,0.0,118.0,24.0,142.0,14.0,-16.7,36.1,2986.2,868.7,11.01,16.06,5.96,,"Rochester, NY Metro Area",393
2013,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",355.6,1.0,134.0,48.0,129.0,9.0,-19.9,33.9,3404.0,934.7,9.42,14.22,4.62,,"Rochester, NY Metro Area",393
2014,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",287.5,9.0,132.0,61.0,138.0,3.0,-22.7,33.3,3923.4,838.6,8.72,13.65,3.79,,"Rochester, NY Metro Area",393
2015,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",372.0,12.0,120.0,55.0,143.0,5.0,-23.8,33.3,3842.3,932.7,9.43,14.62,4.24,,"Rochester, NY Metro Area",393
2016,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",527.1,2.0,124.0,36.0,147.0,27.0,-24.3,35.6,3174.4,781.2,10.65,15.96,5.34,,"Rochester, NY Metro Area",393
2017,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",350.8,0.0,110.0,42.0,134.0,6.0,-17.1,32.8,3130.7,1153.3,10.27,15.08,5.46,,"Rochester, NY Metro Area",393
2018,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",536.4,3.0,142.0,37.0,143.0,22.0,-21.0,35.6,3493.0,898.7,10.09,14.74,5.45,,"Rochester, NY Metro Area",393
2019,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",332.4,4.0,131.0,47.0,131.0,6.0,-18.8,33.3,3605.1,875.3,9.29,14.25,4.34,,"Rochester, NY Metro Area",393
2020,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",428.7,0.0,122.0,26.0,130.0,10.0,-16.6,36.1,3524.8,795.8,10.15,14.96,5.34,,"Rochester, NY Metro Area",393
2021,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",400.8,0.0,124.0,39.0,145.0,5.0,-16.6,34.4,3389.9,920.0,10.41,15.17,5.64,,"Rochester, NY Metro Area",393
2022,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",376.3,7.0,132.0,51.0,139.0,9.0,-21.6,33.9,3371.5,740.1,9.58,14.85,4.31,,"Rochester, NY Metro Area",393
2023,43.11723,-77.67539,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",304.1,2.0,114.0,16.0,139.0,3.0,-22.1,33.3,3280.2,954.1,10.56,15.26,5.87,,"Rochester, NY Metro Area",393
2012,41.2019,-80.8105,"WARREN 3 S, OH US",374.8,0.0,135.0,15.0,163.0,20.0,-16.1,36.1,2898.9,1018.3,10.67,17.55,3.79,,"Youngstown-Warren, OH Metro Area",484
2013,41.2019,-80.8105,"WARREN 3 S, OH US",317.5,1.0,155.0,37.0,156.0,5.0,-17.8,32.8,3439.1,1048.6,9.38,15.44,3.33,,"Youngstown-Warren, OH Metro Area",484
2014,41.2019,-80.8105,"WARREN 3 S, OH US",,,,,,,,,3937.1,934.8,,,,,"Youngstown-Warren, OH Metro Area",484
2015,41.2019,-80.8105,"WARREN 3 S, OH US",324.3,28.0,138.0,42.0,158.0,11.0,-31.1,32.8,,1084.2,9.42,16.02,2.83,,"Youngstown-Warren, OH Metro Area",484
2016,41.2019,-80.8105,"WARREN 3 S, OH US",454.9,5.0,138.0,34.0,169.0,23.0,-23.9,34.4,2965.3,832.0,10.87,17.38,4.35,,"Youngstown-Warren, OH Metro Area",484
2017,41.2019,-80.8105,"WARREN 3 S, OH US",,,,,,,,,,1061.0,,,,,"Youngstown-Warren, OH Metro Area",484
2018,41.2019,-80.8105,"WARREN 3 S, OH US",,,,,,,,,,1106.6,,,,,"Youngstown-Warren, OH Metro Area",484
2019,41.2019,-80.8105,"WARREN 3 S, OH US",307.9,5.0,150.0,42.0,160.0,3.0,-20.6,32.2,,1133.4,9.54,15.76,3.32,,"Youngstown-Warren, OH Metro Area",484
2020,41.2019,-80.8105,"WARREN 3 S, OH US",304.3,2.0,149.0,20.0,137.0,8.0,-17.8,33.9,3392.2,1107.6,9.73,15.92,3.54,,"Youngstown-Warren, OH Metro Area",484
2021,41.2019,-80.8105,"WARREN 3 S, OH US",382.1,1.0,158.0,40.0,157.0,3.0,-20.6,33.9,3547.4,926.2,9.89,16.0,3.79,,"Youngstown-Warren, OH Metro Area",484
2022,41.2019,-80.8105,"WARREN 3 S, OH US",308.2,17.0,152.0,41.0,146.0,10.0,-27.8,33.9,3477.3,895.1,8.93,15.42,2.43,,"Youngstown-Warren, OH Metro Area",484
2023,41.2019,-80.8105,"WARREN 3 S, OH US",238.7,1.0,138.0,11.0,150.0,0.0,-19.4,31.7,3399.6,1021.2,10.26,16.44,4.09,,"Youngstown-Warren, OH Metro Area",484
2012,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",1051.5,0.0,61.0,1.0,213.0,68.0,-8.9,43.3,1671.9,1040.1,16.41,22.77,10.05,,"Bowling Green, KY Metro Area",144
2013,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",811.6,0.0,98.0,5.0,189.0,22.0,-10.0,35.0,2180.4,1516.2,14.14,19.81,8.48,,"Bowling Green, KY Metro Area",144
2014,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",807.1,0.0,98.0,17.0,184.0,41.0,-17.7,35.6,2539.3,1172.3,13.62,19.6,7.64,,"Bowling Green, KY Metro Area",144
2015,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",909.7,3.0,75.0,17.0,207.0,44.0,-21.6,36.1,2410.8,1384.3,15.1,21.0,9.2,,"Bowling Green, KY Metro Area",144
2016,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",1072.6,0.0,73.0,13.0,216.0,72.0,-16.6,35.6,1816.9,1210.0,15.82,21.85,9.79,,"Bowling Green, KY Metro Area",144
2017,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",865.9,0.0,66.0,7.0,216.0,30.0,-12.7,36.1,1683.8,1332.8,15.67,21.54,9.81,,"Bowling Green, KY Metro Area",144
2018,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",1166.6,0.0,79.0,12.0,186.0,69.0,-16.6,36.1,2204.8,1399.3,15.42,20.91,9.94,,"Bowling Green, KY Metro Area",144
2019,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",1067.6,0.0,67.0,9.0,198.0,77.0,-11.6,36.7,2108.7,1578.2,15.62,21.5,9.75,,"Bowling Green, KY Metro Area",144
2020,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",891.0,0.0,59.0,3.0,190.0,40.0,-8.8,35.0,1987.3,1382.6,15.35,20.94,9.76,,"Bowling Green, KY Metro Area",144
2021,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",928.3,0.0,77.0,8.0,207.0,44.0,-13.2,36.1,2127.1,1376.9,15.35,21.13,9.58,,"Bowling Green, KY Metro Area",144
2022,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",1015.6,1.0,87.0,11.0,208.0,61.0,-19.3,38.3,1955.7,1089.6,15.22,21.4,9.03,,"Bowling Green, KY Metro Area",144
2023,36.96467,-86.42379,"BOWLING GREEN WARREN CO AIRPORT, KY US",858.9,0.0,55.0,0.0,210.0,31.0,-7.1,37.2,1830.7,1057.9,15.98,22.03,9.93,,"Bowling Green, KY Metro Area",144
2012,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",568.1,0.0,119.0,23.0,148.0,38.0,-16.0,40.0,2952.7,694.2,11.45,17.11,5.78,,"Kalamazoo-Portage, MI Metro Area",276
2013,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",389.7,1.0,138.0,58.0,145.0,10.0,-18.2,34.4,3536.8,1002.6,9.27,14.3,4.25,,"Kalamazoo-Portage, MI Metro Area",276
2014,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",326.2,16.0,138.0,71.0,136.0,2.0,-24.9,33.3,3933.3,714.9,8.05,13.31,2.78,,"Kalamazoo-Portage, MI Metro Area",276
2015,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",,,,54.0,146.0,3.0,,33.3,,820.7,,15.04,,,"Kalamazoo-Portage, MI Metro Area",276
2016,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",490.0,3.0,114.0,40.0,152.0,10.0,-21.0,33.9,3093.1,964.2,10.87,16.03,5.71,,"Kalamazoo-Portage, MI Metro Area",276
2017,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",411.8,5.0,111.0,41.0,158.0,14.0,-23.8,35.0,3021.0,998.8,10.68,15.95,5.41,,"Kalamazoo-Portage, MI Metro Area",276
2018,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",553.6,5.0,145.0,38.0,145.0,18.0,-21.0,35.6,3497.1,1021.7,10.11,14.93,5.29,,"Kalamazoo-Portage, MI Metro Area",276
2019,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",470.3,6.0,130.0,46.0,140.0,12.0,-27.7,35.0,3630.4,962.6,9.77,14.76,4.78,,"Kalamazoo-Portage, MI Metro Area",276
2020,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",495.7,0.0,132.0,23.0,143.0,22.0,-15.5,35.0,3355.1,769.2,10.63,15.91,5.35,,"Kalamazoo-Portage, MI Metro Area",276
2021,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",575.0,2.0,127.0,34.0,163.0,18.0,-23.2,34.4,3314.7,900.7,11.15,16.36,5.93,,"Kalamazoo-Portage, MI Metro Area",276
2022,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",521.9,1.0,126.0,51.0,150.0,14.0,-18.2,36.1,3269.4,742.4,10.31,15.61,5.01,,"Kalamazoo-Portage, MI Metro Area",276
2023,42.22826,-85.546,"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US",435.3,0.0,102.0,12.0,152.0,17.0,-13.8,33.9,3056.6,1002.1,11.5,16.72,6.29,,"Kalamazoo-Portage, MI Metro Area",276
2012,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",694.3,0.0,111.0,17.0,157.0,58.0,-12.7,38.3,3031.2,354.7,12.37,18.45,6.3,,"Ogden, UT Metro Area",355
2013,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",714.9,3.0,128.0,55.0,138.0,63.0,-22.1,38.9,3356.3,262.8,10.19,15.84,4.53,,"Ogden, UT Metro Area",355
2014,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",568.8,0.0,96.0,16.0,157.0,41.0,-16.6,38.3,3223.1,355.4,11.95,17.85,6.06,,"Ogden, UT Metro Area",355
2015,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",612.2,0.0,106.0,22.0,162.0,41.0,-15.5,38.9,2645.2,463.0,12.37,18.44,6.3,,"Ogden, UT Metro Area",355
2016,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",609.9,0.0,106.0,31.0,151.0,56.0,-17.1,37.8,3060.0,456.9,11.67,17.69,5.66,,"Ogden, UT Metro Area",355
2017,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",703.0,3.0,113.0,28.0,137.0,57.0,-19.9,38.3,3098.3,406.4,11.43,17.41,5.44,,"Ogden, UT Metro Area",355
2018,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",691.2,0.0,126.0,16.0,152.0,59.0,-12.1,37.8,3008.0,268.8,11.89,17.89,5.88,,"Ogden, UT Metro Area",355
2019,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",513.1,0.0,135.0,32.0,128.0,45.0,-13.8,36.7,3363.2,542.2,10.05,15.76,4.34,,"Ogden, UT Metro Area",355
2020,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",782.9,0.0,114.0,5.0,164.0,74.0,-11.0,40.0,3151.0,199.9,12.51,18.76,6.26,,"Ogden, UT Metro Area",355
2021,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",886.6,0.0,111.0,6.0,154.0,79.0,-9.9,41.1,2840.7,300.8,13.11,19.3,6.93,,"Ogden, UT Metro Area",355
2022,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",899.8,0.0,126.0,19.0,166.0,80.0,-14.9,40.6,2945.6,290.9,12.3,18.52,6.08,,"Ogden, UT Metro Area",355
2023,41.19406,-112.01682,"OGDEN HINKLEY AIRPORT, UT US",768.0,1.0,122.0,13.0,167.0,48.0,-18.2,40.6,3151.9,463.4,12.16,17.73,6.58,,"Ogden, UT Metro Area",355
2012,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",150.9,12.0,195.0,32.0,133.0,33.0,-23.3,37.2,4186.6,238.4,7.18,15.63,-1.28,,"Bozeman, MT Metro Area",145
2013,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",147.2,20.0,205.0,43.0,117.0,26.0,-33.8,36.1,4495.0,300.5,6.02,13.78,-1.74,,"Bozeman, MT Metro Area",145
2015,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",129.7,16.0,183.0,46.0,129.0,23.0,-24.9,37.2,,330.4,7.26,15.09,-0.57,,"Bozeman, MT Metro Area",145
2016,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",120.9,22.0,179.0,44.0,124.0,23.0,-37.1,36.7,4252.0,336.7,6.93,14.79,-0.93,,"Bozeman, MT Metro Area",145
2017,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",174.2,30.0,186.0,61.0,120.0,31.0,-33.2,36.1,4551.7,332.8,5.9,13.62,-1.82,,"Bozeman, MT Metro Area",145
2018,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",105.1,18.0,200.0,49.0,115.0,20.0,-28.8,38.9,4775.6,397.1,5.75,13.2,-1.7,,"Bozeman, MT Metro Area",145
2019,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",93.0,36.0,205.0,70.0,113.0,18.0,-39.3,35.6,5066.1,381.9,4.38,11.73,-2.98,,"Bozeman, MT Metro Area",145
2020,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",122.0,9.0,198.0,39.0,125.0,20.0,-28.8,37.8,4568.3,255.5,6.67,14.61,-1.28,,"Bozeman, MT Metro Area",145
2021,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",240.9,18.0,197.0,36.0,136.0,44.0,-33.8,37.8,4424.7,275.7,7.19,15.37,-0.99,,"Bozeman, MT Metro Area",145
2022,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",240.0,43.0,199.0,69.0,120.0,43.0,-42.7,37.8,4490.0,327.6,5.35,13.25,-2.55,,"Bozeman, MT Metro Area",145
2023,45.78759,-111.16152,"BOZEMAN GALLATIN FIELD AIRPORT, MT US",127.5,16.0,186.0,50.0,128.0,17.0,-34.3,36.7,4964.1,368.8,6.18,13.64,-1.27,,"Bozeman, MT Metro Area",145
2012,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",737.3,0.0,88.0,9.0,183.0,42.0,-10.6,40.6,2137.5,1083.5,14.19,20.03,8.36,,"Lexington-Fayette, KY Metro Area",303
2013,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",675.7,0.0,107.0,16.0,178.0,17.0,-15.0,35.0,2623.2,1513.0,12.98,18.2,7.75,,"Lexington-Fayette, KY Metro Area",303
2014,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",685.0,4.0,105.0,24.0,177.0,21.0,-21.0,33.9,2719.9,1378.7,12.6,18.11,7.08,,"Lexington-Fayette, KY Metro Area",303
2015,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",691.9,5.0,88.0,22.0,182.0,19.0,-27.7,35.0,2780.7,1521.5,13.48,19.02,7.94,,"Lexington-Fayette, KY Metro Area",303
2016,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",890.8,0.0,88.0,18.0,197.0,44.0,-15.5,35.0,2118.6,1128.0,14.56,20.21,8.91,,"Lexington-Fayette, KY Metro Area",303
2017,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",696.2,0.0,71.0,12.0,195.0,14.0,-15.5,34.4,1955.7,1249.7,14.45,19.97,8.94,,"Lexington-Fayette, KY Metro Area",303
2018,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",941.3,2.0,89.0,15.0,174.0,33.0,-19.3,36.1,2479.1,1829.3,14.06,19.14,8.98,,"Lexington-Fayette, KY Metro Area",303
2019,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",952.2,0.0,76.0,14.0,188.0,60.0,-16.6,37.8,2381.3,1424.1,14.72,20.39,9.05,,"Lexington-Fayette, KY Metro Area",303
2020,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",627.1,0.0,84.0,6.0,163.0,17.0,-12.7,33.9,2314.4,1207.6,13.32,18.63,8.0,,"Lexington-Fayette, KY Metro Area",303
2021,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",624.9,0.0,97.0,15.0,169.0,12.0,-16.6,33.3,2648.9,1448.8,13.15,18.53,7.77,,"Lexington-Fayette, KY Metro Area",303
2022,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",827.3,1.0,95.0,17.0,190.0,35.0,-20.5,36.7,2338.4,1159.3,13.84,19.62,8.07,,"Lexington-Fayette, KY Metro Area",303
2023,38.03391,-84.61138,"LEXINGTON BLUEGRASS AIRPORT, KY US",727.6,0.0,56.0,1.0,195.0,23.0,-8.8,36.7,2059.6,1048.4,15.12,20.92,9.31,,"Lexington-Fayette, KY Metro Area",303
